800
-0.67483, -0.22432
-0.62281, -0.21855
-0.62515, -0.23565
-0.55988, -0.25661
-0.59842, -0.24189
-0.69128, -0.21259
-0.62271, 0.11561
-0.38461, 0.34199
-0.31107, 0.08567
-0.60774, -0.24734
-0.72518, 0.11759
-0.61969, 0.13118
-0.57801, -0.25141
-0.60605, -0.27069
-0.63927, -0.24186
0.33864, 0.61441
0.23224, -0.32342
0.43271, -0.49191
0.14854, 0.25033
0.69557, 0.49619
-0.07527, 0.54772
0.03, 0.13956
-0.44785, 0.44596
0.67155, 0.47057
0.76316, 0.46411
0.33634, 0.26573
0.24823, 0.27071
0.45934, -0.01009
0.51391, -0.15642
0.30749, 0.61056
-0.18615, -0.57054
0.15181, 0.62335
-0.30469, -0.58773
0.12541, 0.66754
-0.54423, -0.59246
0.32283, 0.66192
0.02776, -0.40061
0.32573, -0.40545
-0.26528, -0.56112
-0.29707, -0.58477
0.29851, -0.42478
0.43336, -0.07958
0.31887, 0.56651
-0.22056, -0.63214
-0.29142, -0.51888
0.15154, 0.61042
0.49716, 0.13997
0.45708, 0.65719
0.36043, 0.60642
0.33216, -0.13882
0.2085, -0.2528
0.24276, 0.66707
0.08999, -0.59865
0.46625, 0.65906
-0.34802, -0.6014
-0.2855, -0.63144
0.20803, 0.57159
0.20648, 0.23497
-0.26097, -0.57278
0.42556, -0.1399
-0.08382, -0.26904
0.14977, -0.68314
0.23612, -0.11253
0.2986, -0.4222
0.21845, -0.40533
0.41674, -0.45422
-0.09463, -0.31357
-0.2333, -0.39686
-0.30215, -0.55348
0.1103, -0.66988
-0.02541, 0.40012
0.26538, 0.5804
0.60834, -0.14849
-0.22835, -0.65206
0.53384, 0.20513
-0.0571, -0.31356
-0.05619, 0.29926
0.45396, 0.2369
0.16197, -0.69126
0.14899, 0.2035
-0.23751, -0.63315
0.33987, -0.12949
-0.26363, -0.57878
0.28429, 0.29745
-0.08203, 0.54606
0.34038, 0.57845
0.53774, 0.12306
0.45226, 0.60567
0.29994, -0.3977
0.32172, 0.57245
-0.13079, 0.47684
0.21865, -0.37878
-0.18687, 0.50725
0.04797, -0.52722
-0.51359, 0.43033
0.12456, -0.65512
0.69116, 0.53913
-0.27698, -0.53304
-0.26352, 0.24734
-0.07422, 0.61232
0.26467, -0.20613
0.44593, -0.37567
0.51381, 0.15438
-0.55917, -0.2055
-0.49971, 0.43156
0.08632, -0.64671
0.14858, 0.29371
0.59921, 0.41842
0.04166, 0.26183
0.03628, -0.2272
0.01282, 0.08078
-0.02274, 0.39421
0.01956, -0.31227
0.43696, -0.57424
0.13157, -0.65861
-0.28161, -0.56949
0.18945, 0.26228
0.22686, 0.27419
0.21858, 0.20904
-0.75081, 0.20011
0.28529, -0.41989
0.61033, 0.40576
0.33424, -0.07566
0.13913, 0.20068
0.10457, -0.20195
0.13656, -0.10678
0.15222, -0.67229
0.15321, 0.24843
0.26382, 0.23918
-0.34065, 0.16265
0.15679, -0.12789
0.33116, -0.36719
-0.19048, 0.56648
0.05701, -0.62493
0.38077, -0.4575
-0.60072, -0.23458
-0.37466, 0.11458
-0.05877, -0.21174
0.62171, 0.07424
0.67537, 0.44896
0.4624, -0.51212
0.2014, 0.58895
0.32836, -0.41562
-0.31021, 0.13896
0.1562, 0.28008
0.47029, -0.15399
0.61018, -0.19728
0.43281, -0.15162
0.40834, -0.61049
-0.21746, 0.56851
0.31429, 0.25621
-0.46069, 0.44704
0.30651, 0.25452
-0.20418, 0.19343
-0.14322, 0.44844
0.12566, -0.06506
0.25571, 0.28537
0.10457, -0.11125
0.0899, -0.27594
0.24915, 0.57353
-0.63764, -0.22366
-0.30997, 0.08877
0.35534, 0.60006
0.39354, -0.39238
-0.03326, -0.28162
-0.28123, 0.10473
0.26322, 0.56502
-0.17683, -0.26603
0.40894, -0.48761
0.09639, 0.17669
-0.17045, -0.28188
0.28717, -0.35664
0.49353, -0.10463
0.38412, -0.16023
0.5993, 0.10846
0.52104, 0.12923
-0.54808, 0.4143
0.30097, 0.26717
