800
-0.41824, 0.0783
-0.74197, 0.17574
-0.81543, 0.05622
-0.65481, -0.11432
-0.51116, -0.03473
-0.78206, 0.04837
-0.76723, -0.09162
-0.64523, -0.11329
-0.4807, -0.01652
-0.70327, 0.15405
-0.52091, -0.22424
-0.522, -0.22524
-0.73914, 0.17622
-0.53434, -0.22813
-0.51621, -0.03878
-0.6853, 0.0275
-0.71473, -0.29207
-0.77852, -0.09423
-0.53352, -0.23462
-0.75603, 0.1883
-0.81619, 0.20603
-0.75203, -0.10184
-0.7744, -0.08937
-0.79402, -0.11454
-0.52338, -0.03943
-0.52238, -0.2567
-0.56913, 0.12587
-0.83092, 0.06169
-0.8065, -0.09649
-0.71763, 0.16274
-0.09244, -0.70772
0.16192, -0.64637
-0.53839, -0.51157
-0.35219, -0.68126
-0.23773, -0.73566
-0.35535, -0.67345
0.02773, -0.75301
0.18739, -0.74173
-0.47534, -0.62615
-0.24057, -0.74537
-0.06652, -0.80467
-0.09531, -0.72733
-0.10758, -0.77742
-0.47902, -0.60609
-0.34694, -0.63642
0.3337, -0.67497
-0.2243, -0.74181
-0.57057, -0.55942
0.06631, -0.76641
-0.08199, -0.6919
-0.09452, -0.709
-0.35285, -0.64232
0.23445, -0.75584
0.05445, -0.7383
0.04831, -0.76228
-0.08489, -0.7328
0.04061, -0.71015
-0.55566, -0.54264
0.08175, -0.69913
-0.47442, -0.61486
-0.08568, -0.48246
-0.3794, -0.49248
0.07556, -0.535
-0.00415, -0.3156
0.2435, -0.48886
0.04949, -0.5004
0.37756, 0.1602
0.13853, -0.58952
-0.05617, -0.56987
0.47116, -0.16263
-0.35848, -0.48287
0.06065, -0.52777
-0.04966, -0.57812
-0.01033, 0.43088
-0.05914, -0.60041
0.27896, -0.35081
0.2054, -0.48273
-0.0896, -0.5218
0.30604, -0.35198
-0.20881, -0.48122
0.01852, -0.35288
-0.26519, -0.19653
0.2823, -0.34208
-0.51058, -0.4892
-0.39863, -0.42437
-0.07946, -0.50758
0.37731, -0.44016
0.08095, -0.48292
0.06679, -0.50994
0.06026, -0.59607
-0.22978, -0.4554
-0.12154, -0.34422
-0.12213, -0.31167
0.23544, -0.50486
-0.30672, -0.28066
0.0136, -0.34668
-0.12555, -0.40127
-0.21801, -0.4917
0.26337, -0.20733
0.15235, -0.34606
0.05187, -0.47169
-0.22771, -0.39803
0.28497, -0.51131
0.23379, -0.4987
-0.19183, -0.43389
0.10552, -0.22068
0.14286, -0.34864
-0.09359, 0.34704
-0.22409, -0.43812
-0.40294, -0.45653
0.16573, 0.10429
0.20926, -0.47689
-0.35442, -0.49174
0.27933, -0.34577
-0.07679, -0.42774
0.0485, -0.48454
-0.19358, -0.44738
-0.10869, -0.24279
0.08171, -0.18392
-0.12702, -0.28465
0.11532, 0.08858
-0.08853, -0.41541
0.25055, -0.20646
-0.22801, -0.37333
0.08583, -0.47897
-0.06722, -0.13096
0.05223, -0.48099
-0.252, -0.33573
0.13778, -0.31803
0.01549, -0.32882
-0.22281, -0.15862
0.00973, -0.30352
0.15374, -0.34333
-0.06723, -0.46748
-0.30777, -0.31752
0.29076, -0.33914
-0.32483, -0.38255
-0.14637, -0.37911
0.101, -0.20333
0.1571, -0.36366
0.13785, -0.35232
-0.09227, -0.27284
0.09901, -0.20046
0.00809, -0.01331
0.18442, -0.62372
0.26421, -0.20494
0.12971, 0.11958
0.15924, -0.3441
-0.33421, -0.36991
-0.13476, -0.26665
-0.14822, -0.22281
0.15249, -0.05708
0.02022, -0.34886
0.02135, -0.01852
0.02269, -0.0273
0.27581, -0.2095
-0.11789, -0.26718
-0.30672, -0.01433
-0.36321, -0.41478
0.17098, -0.06933
-0.04761, -0.13956
0.36946, -0.22678
0.29272, -0.3419
-0.07878, -0.26688
0.00435, 0.00275
-0.16727, -0.0037
-0.07449, -0.11729
0.40727, -0.26361
-0.16764, -0.03183
0.10172, -0.20223
-0.05969, -0.12742
0.07186, 0.10958
0.25451, -0.20002
0.00319, -0.32145
0.4512, -0.34342
0.11374, 0.08832
-0.00395, -0.00058
0.35972, -0.23432
0.11783, -0.20576
-0.29677, -0.34432
0.07835, -0.17958
0.208, -0.04637
0.12332, 0.09178
-0.38478, -0.42103
-0.15434, -0.00963
-0.17392, -0.00291
0.36296, -0.09798
-0.18451, -0.0059
0.39727, -0.24981
0.11489, 0.09008
0.07869, 0.20327
-0.04576, -0.14124
0.24826, -0.18963
0.24668, 0.259
-0.2798, -0.26496
0.1046, 0.0853
0.17502, -0.0686
0.03567, -0.02464
0.33793, -0.08451
0.07484, -0.16738
0.07808, -0.16712
0.15046, -0.06495
0.25838, 0.12535
0.1799, -0.07065
0.0144, -0.00462
0.17161, -0.07329
-0.26438, 0.11773
-0.05732, -0.13475
0.24743, -0.20129
-0.18586, -0.1652
-0.19983, 0.61294
-0.24699, 0.70837
-0.20325, 0.63087
-0.23706, 0.3385
-0.41023, 0.57156
-0.51875, 0.63844
-0.2981, 0.70407
-0.16815, 0.21351
-0.66844, 0.43016
-0.2418, 0.39714
-0.26314, 0.67579
-0.25922, 0.6275
-0.30777, -0.02537
-0.67419, 0.4838
-0.39527, 0.59291
-0.76364, 0.32445
-0.20114, 0.59986
-0.22752, 0.3653
-0.22637, -0.06593
-0.53371, 0.5193
-0.173, 0.71404
-0.31531, 0.68094
-0.70402, -0.28719
-0.55983, 0.58787
-0.23601, 0.39387
-0.37474, 0.60878
-0.1707, 0.22136
-0.52856, 0.4839
-0.53017, 0.51521
-0.26586, 0.53733
-0.23692, 0.33477
-0.63534, 0.28163
-0.50376, 0.3397
-0.36414, 0.45104
-0.36402, 0.40538
-0.6389, 0.417
-0.44795, 0.20227
-0.38623, 0.55594
-0.34098, 0.23254
-0.66435, 0.42082
-0.23983, 0.32275
-0.50683, 0.3514
-0.2669, 0.11376
-0.50547, 0.34115
-0.38217, 0.42852
-0.5745, 0.1302
-0.22208, 0.38487
-0.39206, 0.48718
-0.36457, 0.40887
-0.66827, 0.41829
-0.48157, 0.33669
-0.53351, 0.53355
-0.40476, 0.59937
-0.65037, 0.40594
-0.55278, 0.52511
-0.51868, 0.48708
-0.55116, 0.52975
-0.52851, 0.51933
-0.41234, 0.60184
-0.75339, 0.32176
-0.51706, 0.36945
-0.69237, -0.26538
-0.63051, 0.26592
-0.45684, 0.20796
-0.53449, 0.49014
-0.5179, -0.22946
-0.45215, 0.20464
-0.2803, 0.11249
-0.68418, -0.26054
-0.66846, 0.4326
